ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
COM_paar02;;Parc Archeo;49.15407, -0.350878;;;;1;;;2
COM_pigr;;Pierre Gringoire;49.173527, -0.341325;;;;1;;;2
COM_trsup01;;Ancienne Gare;49.17953, -0.190689;;;;1;;;2
COM_stcme02;;Stade Claude Mercier;49.17758, -0.390759;;;;1;;;2
COM_troes02;;Troarn ZA;49.185886, -0.18813;;;;1;;;2
COM_quju11;;Quai de Juillet;49.17804, -0.353939;;;;1;;;2
COM_ptve11;;Pont de Venoix;49.174915, -0.388135;;;;1;;;2
COM_memo02;;Mémorial;49.19856, -0.382576;;;;1;;;2
COM_nica02_1;;Nice Caennais;49.176186, -0.384439;;;;1;;;2
COM_unic01;;Unicité;49.201443, -0.395035;;;;1;;;2
COM_hech01;;Henry Chéron;49.171646, -0.398055;;;;1;;;2
COM_plma;;Place de la Mare;49.18688, -0.366462;;;;1;;;2
COM_etma02_1;;Etat Major;49.180687, -0.377491;;;;1;;;2
COM_heke01_1;;Hélène Keller;49.185513, -0.339576;;;;1;;;2
COM_istp01_1;;Institution Saint-Pierre;49.182964, -0.38297;;;;1;;;2
COM_bourgu02;;Bourgogne;49.194405, -0.400538;;;;1;;;2
COM_cbou01;;Cheux Bourg;49.16731, -0.525135;;;;1;;;2
COM_qulo02;;Quai de la Londe;49.183315, -0.353958;;;;1;;;2
COM_bico02;;Bicoquet;49.183064, -0.37968;;;;1;;;2
COM_deba11;;Débarquement;49.202824, -0.392417;;;;1;;;2
ARCOM@LFR021;;Le Bout Renard;49.26313, -0.48535;;;;1;;;2
COM_chu11;;CHU;49.203854, -0.358981;;;;1;;;0
COM_libec02_4;;Libérateurs;49.13856, -0.345215;;;;1;;;2
COM_coao02;;Colline aux Oiseaux;49.19811, -0.388732;;;;1;;;2
COM_jonc01;;Jonchets;49.164047, -0.339242;;;;1;;;2
COM_pers01_1;;Perspectives;49.195667, -0.34891;;;;1;;;2
COM_cycr32_1;;Union;49.170017, -0.354888;;;;1;;;2
COM_vefo02_1;;Fouquet;49.185265, -0.344377;;;;1;;;2
1150273;;Séminaire;49.18515, -0.39559;;;;1;;;2
COM_bacl01_2;;Baclesse;49.204433, -0.355423;;;;1;;;2
COM_roct02;;Rots Centre;49.19947, -0.472184;;;;1;;;2
COM_thfr01_1;;Thibout de la Fresnaye;49.186047, -0.37981;;;;1;;;2
ARCOM@LAS021;;Collines;49.230896, -0.468668;;;;1;;;2
COM_pomp02;;Pompidou;49.181263, -0.399046;;;;1;;;2
COM_madr02_1;;Madrid;49.143986, -0.346191;;;;1;;;2
COM_emzo01;;Emile Zola;49.232834, -0.302194;;;;1;;;2
COM_chfl22;;Chemin de Fleury;49.152744, -0.345383;;;;1;;;2
COM_dovi01_1;;Docteur Vincent;49.191643, -0.347781;;;;1;;;2
COM_clho02_1;;Clair Horizon;49.158627, -0.350822;;;;1;;;2
COM_biat12;;Presqu'Île;49.181355, -0.349058;;;;1;;;2
COM_zaif02;;Ifs ZA;49.142063, -0.340588;;;;1;;;2
COM_feui11;;Feuillantines;49.226105, -0.309645;;;;1;;;2
COM_visa02;;Vissol Sablons;49.19603, -0.368861;;;;1;;;2
COM_geva01_1;;Vanier;49.195404, -0.343758;;;;1;;;2
COM_univ22;;Université;49.18878, -0.363697;;;;1;;;2
COM_bres02;;Brest;49.19677, -0.352655;;;;1;;;2
COM_albe22;;Albert 1er;49.17028, -0.347773;;;;1;;;2
COM_rher02_1;;La Hache;49.193775, -0.343099;;;;1;;;2
ARCOM@GRE020;;Le Clos;49.147556, -0.287529;;;;1;;;2
COM_toura12;;Touraine;49.19419, -0.398759;;;;1;;;2
ARCOM@SAC022;;La Jalousie;49.074368, -0.296246;;;;1;;;2
COM_zavil;;ZA au Village;49.227726, -0.368593;;;;1;;;2
COM_espi01;;Espinettes;49.219, -0.339986;;;;1;;;2
COM_rmal02;;Rue de Malon;49.209667, -0.377523;;;;1;;;2
COM_hagr02;;Le Hameau;49.149902, -0.287976;;;;1;;;2
COM_monc01_1;;Montcalm;49.197693, -0.342733;;;;1;;;2
COM_majo01_1;;Maréchal Joffre;49.171555, -0.349395;;;;1;;;2
COM_pich02_1;;Chemin Vert Piscine;49.19443, -0.386199;;;;1;;;2
COM_drak01;;Drakkar-BBC;49.209873, -0.332301;;;;1;;;2
COM_jean01;;Jean XXIII;49.19466, -0.326773;;;;1;;;2
COM_csp02;;Calvaire Saint-Pierre;49.19791, -0.364001;;;;1;;;2
COM_gruc01;;Saint-Norbert;49.189163, -0.40576;;;;1;;;2
COM_deca01;;Decaen;49.168545, -0.346911;;;;1;;;2
COM_clbe01_1;;Clos Beaumois;49.188168, -0.351681;;;;1;;;2
COM_ifcl01;;Clément Ader;49.14273, -0.325277;;;;1;;;2
ARCOM@C302;;Lycée Fresnel;49.162514, -0.357868;;;;1;;;2
COM_sc01;;Saint-Clair;49.203613, -0.32923;;;;1;;;2
COM_ablu01_1;;Abbé Lucas;49.196487, -0.326141;;;;1;;;2
COM_msau02;;Mont du Saule;49.182827, -0.227084;;;;1;;;2
COM_rgen01_1;;Genève;49.159603, -0.339464;;;;1;;;2
COM_cs02_1;;CROUS-SUAPS;49.193768, -0.363681;;;;1;;;2
COM_fala01;;Falaise;49.16719, -0.351237;;;;1;;;2
COM_lavi01_1;;Lavigerie;49.161655, -0.365761;;;;1;;;2
COM_arma02;;Armand Marie;49.164307, -0.359075;;;;1;;;2
COM_melo01;;Louvigny Mesnil;49.16226, -0.408715;;;;1;;;2
COM_chpi;;Champ Picot;49.192135, -0.271824;;;;1;;;2
COM_eglo01;;Louvigny Eglise;49.158566, -0.387497;;;;1;;;2
COM_cari01;;Carrières;49.170834, -0.358674;;;;1;;;2
ARCOM@VER006;;Verson Centre;49.156315, -0.448617;;;;1;;;2
COM_corf01;;Fossettes;49.149593, -0.323593;;;;1;;;2
COM_cope21_2;;Copernic;49.198532, -0.360766;;;;1;;;2
COM_chegu02;;Guerinière;49.162, -0.343214;;;;1;;;2
COM_lepo01;;Les Pommiers;49.158108, -0.442429;;;;1;;;2
COM_rtro01;;Route de Rouen;49.17386, -0.329598;;;;1;;;2
1150693;;Mathieu Eglise;49.254444, -0.369691;;;;1;;;2
COM_crem02_1;;Crématorium;49.19453, -0.410347;;;;1;;;2
COM_toce01_3;;Tourville Centre;49.140835, -0.50335;;;;1;;;2
COM_isig02;;Isigny;49.190132, -0.400731;;;;1;;;2
COM_hosm01;;Horatio Smith;49.201187, -0.364825;;;;1;;;2
COM_cste01;;Calvaire Saint-Etienne;49.1837, -0.389998;;;;1;;;2
COM_vend12_1;;Vendeuvre;49.181763, -0.353212;;;;1;;;2
COM_dubn01_1;;Dubna;49.214615, -0.355238;;;;1;;;2
COM_avbo02_1;;Avenue du Bois;49.28117, -0.267126;;;;1;;;2
COM_bocl01_1;;Bois Claquet;49.177544, -0.305442;;;;1;;;2
COM_cdaw02;;Colonel Dawson;49.2842, -0.268184;;;;1;;;2
COM_lese01;;Les Semeurs;49.193207, -0.26849;;;;1;;;2
COM_hmma02;;Hermanville Mairie;49.286877, -0.31285;;;;1;;;2
COM_chan02_1;;Chanterie;49.199333, -0.408385;;;;1;;;2
COM_sqrd02;;Rhin-Danube;49.18815, -0.382342;;;;1;;;2
1150749;;Charmettes;49.173164, -0.326091;;;;1;;;2
COM_bdle42;;Leroy;49.173164, -0.343561;;;;1;;;2
COM_demou02_1;;Démouville Mairie;49.17821, -0.270146;;;;1;;;2
1150859;;Rocquancourt Bourg;49.094517, -0.323258;;;;1;;;2
COM_orna01_1;;Ornavik;49.217003, -0.312533;;;;1;;;2
ARCOM@C024;;Collège Hasting;49.184895, -0.379085;;;;1;;;2
COM_pala02_1;;Paul Langevin;49.168736, -0.326761;;;;1;;;2
ARCOM@C025;;Lycée de Gaulle;49.184475, -0.379185;;;;1;;;2
COM_viox01;;Village Oxylane;49.154606, -0.286351;;;;1;;;2
COM_gree02;;Les Greens;49.099525, -0.28466;;;;1;;;2
COM_jocu01;;Joliot Curie;49.230362, -0.302925;;;;1;;;2
COM_labo01;;La Bouille;49.17493, -0.5148;;;;1;;;2
COM_havi01_1;;Haie Vigné;49.17998, -0.383851;;;;1;;;2
1150574;;Le Fresne Bourg;49.25156, -0.48364;;;;1;;;2
COM_qdj02;;Quai de Juillet;49.178616, -0.353688;;;;1;;;2
COM_ccom02;;Mondeville Centre Commercial;49.16217, -0.293296;;;;1;;;2
COM_be01;;Bernières;49.182625, -0.357906;;;;1;;;2
ARCOM@SMA020;;Bouliesse;49.185658, -0.50353;;;;1;;;2
COM_ci01;;CITIS;49.21142, -0.356655;;;;1;;;2
COM_rdou01;;Route de Douvres;49.215942, -0.505292;;;;1;;;2
COM_ca01;;Campus 2;49.212635, -0.364479;;;;1;;;2
ARCOM@C026;;Collège Dunois;49.18677, -0.386179;;;;1;;;2
COM_cule02;;Cité U Lebisey;49.19966, -0.354058;;;;1;;;2
ARCOM@CAI020;;Cairon Commerces;49.23422, -0.44523;;;;1;;;2
COM_bl01;;Leroy;49.17337, -0.344369;;;;1;;;2
COM_mbro02;;Brouay Mairie;49.2109, -0.560976;;;;1;;;2
COM_rf02;;Rostand Fresnel;49.162083, -0.354185;;;;1;;;2
ARCOM@LAS005;;Centre Animation;49.229904, -0.463686;;;;1;;;2
COM_pr02;;Presqu'Île;49.181713, -0.347961;;;;1;;;2
ARCOM@C098;;Maladrerie;49.18727, -0.4071;;;;1;;;2
COM_un01;;Université;49.188877, -0.363884;;;;1;;;2
COM_debu12_1;;Debussy;49.140133, -0.35469;;;;1;;;2
COM_casp62;;Calvaire Saint-Pierre;49.198444, -0.364151;;;;1;;;2
COM_chbo;;Chemin aux Boeufs;49.161514, -0.349345;;;;1;;;2
COM_lelu01;;Les Luthiers;49.20908, -0.37505;;;;1;;;2
ARCOM@BOU026;;Châtaigniers;49.116604, -0.29896;;;;1;;;2
ARCOM@MAT022;;Equipement;49.251186, -0.383357;;;;1;;;2
COM_grch02;;Grand Chemin;49.236923, -0.299825;;;;1;;;2
StopArea3836;;Bures Lavoir;49.203712, -0.177061;;;;1;;;2
COM_hofor01;;Hôtel Fortuné;49.227337, -0.562646;;;;1;;;2
COM_saeur02;;Europe;49.178246, -0.227309;;;;1;;;2
ARCOM@LCT020;;Secqueville Hameau;49.102962, -0.269881;;;;1;;;2
COM_avbe02;;Berlin;49.199825, -0.337617;;;;1;;;2
StopAreaCAE3840;;Le Maizeret;49.189728, -0.207057;;;;1;;;2
COM_conn;;Hérouville Piscine;49.19528, -0.328547;;;;1;;;2
COM_copl02;;Colleville Plage;49.29154, -0.283721;;;;1;;;2
COM_gyla02;;Gymnase Laporte;49.196922, -0.335395;;;;1;;;2
COM_isav02;;Isaville;49.294968, -0.294733;;;;1;;;2
COM_digu02_1;;Digues;49.14433, -0.371368;;;;1;;;2
COM_cam512;;Campus 5 (poteau provisoire);49.20855, -0.350825;;;;1;;;2
ARCOM@STA024;;René Goscinny;49.117672, -0.380553;;;;1;;;2
COM_vervi01;;Verts Villages;49.224552, -0.310066;;;;1;;;2
COM_noka12;;Normandika;49.145515, -0.366642;;;;1;;;2
COM_cthe12;;Théâtre Quai 4;49.179775, -0.363331;;;;1;;;2
COM_chpp01;;Chappe;49.154263, -0.31228;;;;1;;;2
ARCOM@IFS022;;Porte d'Espagne;49.147923, -0.340233;;;;1;;;2
COM_cova02;;Collège Varignon;49.19747, -0.332289;;;;1;;;2
COM_IFS025B;;Charité;49.152523, -0.342854;;;;1;;;2
COM_hmca01_1;;Canardière;49.29033, -0.310203;;;;1;;;2
COM_htbe02;;Hauts de Beaulieu;49.186436, -0.410353;;;;1;;;2
COM_paor01;;Parc d'Ornano;49.18903, -0.348297;;;;1;;;2
pfoc02;;Place Foch;49.17733, -0.359668;;;;0;COM_pfoc02;;2
COM_squa12;;Square;49.184624, -0.446754;;;;1;;;2
grbu12;;Grands Bureaux;49.18628, -0.310347;;;;0;COM_grbu01_1;;2
COM_lpla11;;La Plaine;49.185432, -0.435048;;;;1;;;2
caau01;;Calvaire;49.20446, -0.424474;;;;0;COM_caau02_2;;2
COM_rcau02;;Route de Caumont;49.187313, -0.416697;;;;1;;;2
bure12;bure12;Bures;49.19934, -0.173713;;;;0;1173831;;2
COM_p27j01;;Place du 27 Juin;49.187225, -0.445873;;;;1;;;2
hamo02;;Hauts de Mondeville;49.172897, -0.304093;;;;0;COM_hamo01;;2
COM_dub01;;Dublin;49.168243, -0.312209;;;;1;;;2
magy;;Marigny;49.208668, -0.435403;;;;0;COM_magy;;2
COM_acaci01_1;;Acacia;49.181408, -0.183914;;;;1;;;2
cuss02;;Cussy;49.20166, -0.417313;;;;0;COM_cuss02;;2
ARCOM@C100;;Théâtre Quai 2;49.180676, -0.362459;;;;1;;;2
caau02;;Calvaire;49.2043, -0.424068;;;;0;COM_caau02_2;;2
ARCOM@STA022;;Luxembourg;49.12093, -0.378159;;;;1;;;2
rorn12;;Gare - Rives de l'Orne;49.178513, -0.350854;;;;0;COM_rorn11;;2
COM_queb11;;Palais des Sports;49.171932, -0.385631;;;;1;;;2
cdna21;;Côte de Nacre;49.21108, -0.362092;;;;0;COM_cdna02;;2
COM_rbui02_1;;Buisson;49.169292, -0.41581;;;;1;;;2
1151700;14CLB025B;Lazzaro;49.19988, -0.29171;Lazzaro;;;0;COM_laza02_1;;2
COM_frat01;;Fraternité;49.205593, -0.288449;;;;1;;;2
rech02;;Résidence aux Champs;49.20581, -0.428347;;;;0;COM_rech02;;2
COM_poou02;;Ouistreham Port;49.279682, -0.250643;;;;1;;;2
pojo01;;Point du Jour;49.180187, -0.297446;;;;0;COM_pojo02;;2
COM_laza02_1;;Lazzaro;49.19978, -0.293142;;;;1;;;2
vibu12;;Rue de Villons;49.199673, -0.400126;;;;0;COM_vibu02;;2
COM_masa01;;Saint-Aubin Mairie;49.2607, -0.286888;;;;1;;;2
madu01;;Authie Mairie;49.20672, -0.43114;;;;0;COM_madu02_1;;2
COM_ougl01_1;;Général Leclerc;49.28205, -0.255695;;;;1;;;2
1153665;14VER013A;Verson Collège;49.15646, -0.4559;Collège;;;0;1151170;;2
COM_koeni11;;Koenig;49.175335, -0.433366;;;;1;;;2
pomp02;;Pompidou;49.18135, -0.399317;;;;0;COM_pomp02;;2
COM_50ac02;;50 Acres;49.16761, -0.410331;;;;1;;;2
1153666;14VER013B;Verson Collège;49.15648, -0.45588;Collège;;;0;1151170;;2
COM_esta01;;Estapi;49.215088, -0.405249;;;;1;;;2
siva02;;Silicon Valley;49.179337, -0.394904;;;;0;COM_siva01;;2
1150078;;Terrasses;49.168564, -0.407434;;;;1;;;2
ciga01;;Espace Gardin;49.17966, -0.365861;;;;0;COM_ciga02;;2
COM_pich11;;Robert Schuman;49.19342, -0.387118;;;;1;;;2
ccou02;;Charles de Coulomb;49.16818, -0.318672;;;;0;COM_ccou02;;2
COM_coqu02_1;;Coquelicots;49.218697, -0.367497;;;;1;;;2
hmpl02;hmpl02;Hermanville Plage;49.297848, -0.305457;;;;0;COM_hmpl01;;2
COM_pote01;;Poterie;49.218857, -0.387457;;;;1;;;2
1151555;14BSO022A;Bas manoir;49.16176, -0.42949;Bas manoir;;;0;1150079;;2
COM_ruene01;;Energie;49.21652, -0.369675;;;;1;;;2
pebri01;pebri01;Pégasus Bridge;49.242916, -0.278731;;;;0;COM_pebri01;;2
COM_cacc02_2;;Campus 2 C. Commercial;49.209507, -0.367219;;;;1;;;2
pfoc21;;Place Foch;49.177414, -0.359518;;;;0;COM_pfoc02;;2
COM_leti02;;Les Tilleuls;49.127884, -0.317;;;;1;;;2
stcme02;;Stade C. Mercier;49.17761, -0.390685;;;;0;COM_stcme02;;2
COM_epron;;Epron Mairie;49.22314, -0.371021;;;;1;;;2
nash02;;Nashville;49.200733, -0.387764;;;;0;COM_nash02;;2
COM_clep12;;Clos de l'Epine;49.23373, -0.388739;;;;1;;;2
valo01;valo01;Val d'Odon;49.131695, -0.50248;Val dodon;;;0;COM_valo01;;2
1150252;;Lycée Claudel;49.20318, -0.38544;;;;1;;;2
stde02;stde02;Colleville Stade;49.27002, -0.297983;;;;0;COM_stde02;;2
COM_poas02;;Collège Monod;49.205925, -0.378739;;;;1;;;2
stde01;stde01;Colleville Stade;49.27036, -0.298137;;;;0;COM_stde02;;2
COM_etri01_1;;Etrier;49.193253, -0.369552;;;;1;;;2
nled01;;Lynton Lynmouth;49.23587, -0.286761;;;;0;COM_nled01;;2
COM_bern11;;Bernières;49.18287, -0.358282;;;;1;;;2
mitt02;;Mitterrand;49.29992, -0.329206;;;;0;COM_mitt02;;2
COM_egve01_1;;Venoix Eglise;49.17281, -0.394551;;;;1;;;2
chep02;chep02;Château d'Eau Plateau;49.17963, -0.308936;;;;0;COM_chep02;;2
ARCOM@C091;;Pickford;49.174015, -0.39094;;;;1;;;2
1152842;14MON023B;Centre commercial Sud;49.160046, -0.291779;Centre commercial;;;0;1150743;;2
COM_sabl02;;Sablons;49.194653, -0.370627;;;;1;;;2
SAC022B;laja02;La Jalousie;49.074383, -0.295537;La jalousie;;;0;ARCOM@SAC022;;2
COM_acad02_1;;Acadiens;49.2047, -0.382221;;;;1;;;2
cam501;;Campus 5;49.208443, -0.35228;;;;0;COM_cam502_1;;2
ARCOM@C052;;Vaugueux;49.18601, -0.360348;;;;1;;;2
lpla01;lpla01;La Plaine;49.185547, -0.434912;;;;0;COM_lpla11;;2
COM_mada01;;Centre Pénitentiaire;49.14169, -0.31877;;;;1;;;2
ds02;;Sphère;49.2102, -0.347542;;;;0;COM_ds02;;2
COM_stmf02;;Mendès France;49.14793, -0.345504;;;;1;;;2
hmmi02;;Minotaure;49.294483, -0.304666;;;;0;COM_hmmi02;;2
ARCOM@BLO002;;L'Orgueilleuse Eglise;49.209743, -0.509925;;;;1;;;2
piep01;piep01;Piéplu;49.2746, -0.301748;;;;0;ARCOM@COC020;;2
COM_lcha02_1;;La Chapelle;49.156933, -0.349523;;;;1;;;2
qudv01;qudv01;Les Vallées;49.18712, -0.437727;;;;0;COM_qudv02;;2
COM_noeg02;;Norrey Eglise;49.196842, -0.514009;;;;1;;;2
pc01;pc01;Place Courtonne;49.1843, -0.356616;;;;0;COM_C020;;2
COM_modi42;;Modigliani;49.15438, -0.345044;;;;1;;;2
list01;;Lion Stade;49.300365, -0.324077;;;;0;COM_list01;;2
ARCOM@BLO020;;Bessin;49.213337, -0.52185;;;;1;;;2
edza02;;Edouard Zarifian;49.278057, -0.268622;;;;0;COM_edza01_1;;2
COM_mepa01;;Mesnil Patry;49.19489, -0.545572;;;;1;;;2
psa02;;Jean Mantelet;49.155914, -0.31989;;;;0;COM_citr02;;2
COM_ecro01;;Rots Ecole;49.2064, -0.47687;;;;1;;;2
libe22;SAN019B;Libération;49.180984, -0.222133;Libération;;;0;COM_libec02;;2
COM_blwa02;;Black Watch;49.14062, -0.342344;;;;1;;;2
laja01;laja01;La Jalousie;49.07435, -0.296956;La jalousie;;;0;ARCOM@SAC022;;2
COM_chva12_1;;Chemin du Val;49.149956, -0.344788;;;;1;;;2
rumo22;rumo12;Moulin;49.146378, -0.421252;Moulin;;;0;COM_rumo01;;2
COM_chuo02;;Mont Coco;49.205925, -0.361533;;;;1;;;2
auber01;auber01;Auberge;49.07165, -0.300472;;;;0;ARCOM@SAC021;;2
COM_pdlm31;;Portes de la Mer;49.204556, -0.320892;;;;1;;;2
hmma02;;Hermanville Mairie;49.286716, -0.312951;;;;0;COM_hmma02;;2
COM_chdc01;;Château;49.184406, -0.360845;;;;1;;;2
hmma01;;Hermanville Mairie;49.287037, -0.312748;;;;0;COM_hmma02;;2
COM_jevi02_3;;Jean Vilar;49.14986, -0.350292;;;;1;;;2
blpa01;blpa01;Blainville Parc;49.233696, -0.289711;;;;0;COM_blpa;;2
COM_stasb01;;Place de la République;49.1823, -0.363656;;;;1;;;2
labr01;;Labrador;49.16054, -0.335783;;;;0;COM_labr01;;2
COM_mupl02;;Musique en Plaine;49.125294, -0.307803;;;;1;;;2
quha11;;Quai Hamelin;49.177032, -0.354068;;;;0;COM_quha_1;;2
COM_gema01_1;;Georges Maudouit;49.17685, -0.325728;;;;1;;;2
lumi;;Lumière;49.158173, -0.308917;;;;0;COM_lumi;;2
COM_ladr11;;La Dronnière;49.139317, -0.336567;;;;1;;;2
chuo02;C074A;Mont Coco;49.20557, -0.361638;Mont coco;;;0;COM_chuo02;;2
ARCOM@SOL023;;Clos Neuf;49.13855, -0.294037;;;;1;;;2
chdc01;;Château;49.184406, -0.360845;;;;0;COM_chdc01;;2
COM_alle01;;Allende;49.20378, -0.343112;;;;1;;;2
chrm02;chrm02;Charmettes;49.17339, -0.32572;Charmettes;;;0;1150749;;2
1173831;;Bures;49.199253, -0.173655;;;;1;;;2
pogr02;;Pommier Gris;49.16005, -0.332852;;;;0;COM_pogr02;;2
COM_vl01;;Lux-Lépine;49.17107, -0.342014;;;;1;;;2
clss12;clss12;Collège Senghor Quai 2;49.135822, -0.350594;;;;0;ARCOM@IFS013;;2
COM_ecol02;;Lebisey;49.216373, -0.343422;;;;1;;;2
coud02;;Coudriers;49.162163, -0.339679;;;;0;COM_coud01;;2
COM_che02_3;;Château d'Eau;49.202732, -0.340224;;;;1;;;2
veva02;;Vert Vallon;49.158504, -0.32796;;;;0;COM_veva02;;2
COM_ac02;;Place de l'Europe;49.202576, -0.336416;;;;1;;;2
bure01;bure01;Bures;49.199165, -0.173596;;;;0;1173831;;2
COM_mart01;;Martray;49.17236, -0.282141;;;;1;;;2
zico01;;Cormelles ZI;49.157436, -0.324163;;;;0;COM_zico02;;2
COM_ecmu01;;Claudie Haigneré;49.211376, -0.326445;;;;1;;;2
chrm04;chrm04;Charmettes;49.17286, -0.326344;;;;0;1150749;;2
COM_nelma;;Collège Mandela;49.20138, -0.34442;;;;1;;;2
prim01;prim01;Primevères;49.213528, -0.540264;;;;0;ARCOM@PUT020;;2
COM_beri11_1;;Beau Rivage;49.218155, -0.351066;;;;1;;;2
cova01;;Collège Varignon;49.19742, -0.332252;;;;0;COM_cova02;;2
COM_pate22_1;;Parc Tertiaire;49.20878, -0.32454;;;;1;;;2
clas01;clas01;Collines;49.230896, -0.468668;;;;0;ARCOM@LAS021;;2
1151173;;Rond Point;49.14985, -0.471116;;;;1;;;2
hecc11;;Hérouville C. Commercial;49.206776, -0.325465;;;;0;COM_hecc12;;2
COM_rtev02;;Route d'Evrecy;49.162025, -0.402342;;;;1;;;2
camp3_01;;Campus 3;49.14796, -0.355209;;;;0;COM_camp3_02;;2
COM_libec02;;Libération;49.180984, -0.222076;;;;1;;;2
cons02;cons02;Hôtel de Ville Quai 3;49.18014, -0.371002;Hôtel de ville quai 3;;;0;1150288;;2
COM_lope01;;Loup Pendu;49.15524, -0.452424;;;;1;;;2
suno01;;Suisse Normande;49.14028, -0.373526;;;;0;COM_suno01;;2
COM_rust02;;Rue du Stade;49.17929, -0.226573;;;;1;;;2
bore01;LFR021A;Le Bout Renard;49.26326, -0.485449;Le bout renard;;;0;ARCOM@LFR021;;2
COM_loce02_1;;Louvigny Centre;49.15674, -0.392178;;;;1;;;2
bosq02;bosq02;Le Bosq;49.157204, -0.533746;;;;0;ARCOM@CHE025;;2
COM_louvi;;Michelet;49.157307, -0.40059;;;;1;;;2
fove02;;Fontaine Venoise;49.175068, -0.400752;;;;0;COM_fove02;;2
1151172;;Saint-Manvieu;49.154026, -0.456629;;;;1;;;2
alle02;alle02;Allende;49.203556, -0.342791;;;;0;COM_alle01;;2
COM_loco12;;Long Cours;49.16118, -0.398234;;;;1;;;2
fove01;;Fontaine Venoise;49.175003, -0.400845;;;;0;COM_fove02;;2
ARCOM@MAT021;;Les Vikings;49.244843, -0.371457;;;;1;;;2
plvi02;;Place Villers;49.178856, -0.378797;;;;0;COM_plvi01_1;;2
ARCOM@C099;;Maréchal Juin;49.210484, -0.366596;;;;1;;;2
abou01;;Anciennes Boucheries;49.182274, -0.373679;;;;0;COM_abou02;;2
ARCOM@COC020;;Piéplu;49.27436, -0.301743;;;;1;;;2
movi01;;Mondevillage;49.160454, -0.301207;;;;0;COM_movi01_1;;2
COM_mats11;;Sureaux;49.25115, -0.365131;;;;1;;;2
rgen02;;Genève;49.159466, -0.339278;;;;0;COM_rgen01_1;;2
COM_rdba01;;Barentins;49.180653, -0.271307;;;;1;;;2
cam01;;Camus;49.191456, -0.408602;;;;0;COM_cam01_1;;2
COM_lond01;;Le Londel;49.238113, -0.363249;;;;1;;;2
acad02;;Acadiens;49.204647, -0.382513;;;;0;COM_acad02_1;;2
COM_grbu01_1;;Grands Bureaux;49.185852, -0.310284;;;;1;;;2
cam02;;Camus;49.191444, -0.408541;;;;0;COM_cam01_1;;2
COM_angu02;;Anguerny;49.258663, -0.377129;;;;1;;;2
gyla01;;Gymnase Laporte;49.196964, -0.335232;;;;0;COM_gyla02;;2
COM_ruci01;;Rue des Cités;49.187885, -0.289747;;;;1;;;2
avbe01;;Berlin;49.199657, -0.337896;;;;0;COM_avbe02;;2
COM_capu02;;Capucines;49.278217, -0.295754;;;;1;;;2
scgt01;scgt01;Sainte-Croix;49.23261, -0.559192;;;;0;COM_scgt01;;2
COM_pesa01_1;;Père Sanson;49.200134, -0.368679;;;;1;;;2
drak02;;Drakkar-BBC;49.209995, -0.332163;;;;0;COM_drak01;;2
COM_rpdo01;;Port de Plaisance;49.180473, -0.350638;;;;1;;;2
grpa02;;Grand Parc;49.202347, -0.336898;;;;0;COM_grpa02;;2
COM_list01;;Lion Stade;49.300346, -0.324166;;;;1;;;2
plce02;;Place Centrale;49.154118, -0.329543;;;;0;COM_plce02_1;;2
COM_incb01;;Institut Camille Blaisot;49.201416, -0.370064;;;;1;;;2
rtev01;;Route d'Evrecy;49.161995, -0.402443;;;;0;COM_rtev02;;2
COM_grbo01;;Grand Bois;49.150642, -0.468363;;;;1;;;2
malo01;;Louvigny Mairie;49.156918, -0.389754;;;;0;COM_malo01_1;;2
COM_escv02;;Espérance;49.19295, -0.383226;;;;1;;;2
arma01;;Armand Marie;49.1643, -0.359028;;;;0;COM_arma02;;2
COM_rese02;;Réservoirs;49.190014, -0.384895;;;;1;;;2
ecmu01;;Claudie Haigneré;49.21152, -0.326548;;;;0;COM_ecmu01;;2
COM_egcv01_1;;Eglise Saint-Joseph;49.192223, -0.390501;;;;1;;;2
cari02;;Carrières;49.17082, -0.358707;;;;0;COM_cari01;;2
COM_lmare01;;Le Mareschet;49.181953, -0.489821;;;;1;;;2
pasp02;pasp02;Pickford;49.17391, -0.391325;;;;0;ARCOM@C091;;2
COM_aven02;;Avenir;49.15155, -0.472847;;;;1;;;2
cste01;;Calvaire Saint-Etienne;49.18368, -0.390156;;;;0;COM_cste01;;2
ARCOM@CHE025;;Le Bosq;49.157043, -0.534155;;;;1;;;2
egve01;;Venoix Eglise;49.172897, -0.39422;;;;0;COM_egve01_1;;2
COM_mafo04;;Maurice Fouques;49.171333, -0.328524;;;;1;;;2
lavi01;;Lavigerie;49.161556, -0.365474;;;;0;COM_lavi01_1;;2
COM_garc02;;Garcelles Bourg;49.09779, -0.289437;;;;1;;;2
tourn02;;Tournières;49.18545, -0.389441;;;;0;COM_tourn02;;2
COM_pubb02;;Putot Bourg;49.211376, -0.542364;;;;1;;;2
mbro01;mbro01;Brouay Mairie;49.210922, -0.561032;;;;0;COM_mbro02;;2
COM_till01;;Tilly Centre;49.11083, -0.305768;;;;1;;;2
csma01;csma01;Norrey Calvaire;49.201134, -0.51294;;;;0;ARCOM@SMA022;;2
ARCOM@BIE007;;Biéville Château;49.244213, -0.321788;;;;1;;;2
